screen_name,tweet_id,da,date,time,latitude,longitude,content
,663025269863809026,2015-11-07 16:08:37,2015-11-07,16:08:37,1.64878,103.611362,2nd day bootcamp (@ Tornado Cyber Cafe) https://t.co/isBmhWUQ8e
Erica,663021035084783620,2015-11-07 15:51:47,2015-11-07,15:51:47,32.92944444,-97.11194444,about a day ago this one snapchatted me from inside her pantry thinking a tornado was gonna get her https://t.co/uS4ucEMFpV
eca,663019685894619136,2015-11-07 15:46:26,2015-11-07,15:46:26,-6.20353,106.60848,"Kalo disuruh milih naek tornado 10x sm naek perahu ini..gw milih naek tornado..
#candid #latepost https://t.co/ruy2HSDYOR"
AlfonsoE7,663001685506326530,2015-11-07 14:34:54,2015-11-07,14:34:54,40.41142866,-3.75074703, #tornado @ Parque de Atracciones https://t.co/nhbfxnKFfk
AUTUMN QUEEN,662996150635659264,2015-11-07 14:12:54,2015-11-07,14:12:54,51.0787654,1.1838283,Oil workers film tornado in North Dakota - https://t.co/81O0k1yVMo
Len Pestana,662994298774929409,2015-11-07 14:05:33,2015-11-07,14:05:33,37.61628808,-122.38610744,And we're out of here!!  Didn't quite get the tornado going.... https://t.co/UyNRVCCG4d https://t.co/AYGpO1vNCu
only_vegas,662952184372469760,2015-11-07 11:18:12,2015-11-07,11:18:12,56.6331,47.8833,)   )     https://t.co/ksjSo1C3kf
Negraa,662931216354684928,2015-11-07 09:54:53,2015-11-07,09:54:53,-34.49374512,-58.58361576,Que bien te portaste Tornado !
Negraa,662929455522947076,2015-11-07 09:47:53,2015-11-07,09:47:53,-34.49359443,-58.58362573,Recin de ese Tornado ! 
Pendoloveamore,662910425051357184,2015-11-07 08:32:16,2015-11-07,08:32:16,33.99079279,-118.46653726,That vain moment when you encounter a half a tornado but you  just had to have your #Beyonc moment https://t.co/A5nJKTx2jr
,662910242762674176,2015-11-07 08:31:32,2015-11-07,08:31:32,13.99518412,100.67554593,"I'm at Tornado () in Thanyaburi, Pathum Thani https://t.co/ne7mAml7Dh"
puteghi,662901042053578752,2015-11-07 07:54:59,2015-11-07,07:54:59,3.06449289,101.48532245,Tornado tube  @ ICT Water World Theme Park https://t.co/07o2VvoR98
Emre Aa,662894170592444416,2015-11-07 07:27:40,2015-11-07,07:27:40,41.0730867,28.99127593,"I'm at stanbul Bilgi niversitesi - @bilgiofficial in stanbul, Trkiye https://t.co/3liNYpaPxI"
aizz,662890654226321408,2015-11-07 07:13:42,2015-11-07,07:13:42,3.06449289,101.48532245,Tornado tube with @aeyuuu . Seram namatey ! @ ICT Water World Theme Park https://t.co/Dw7vaE6kx4
ipah,662855307635257344,2015-11-07 04:53:15,2015-11-07,04:53:15,-6.12383,106.83234,"Ayoooo dupan, siapa yang mau gabung, selanjutnya tornado. Hahaha (with putri at Dunia Fantasi (DUFAN)) [pic]  https://t.co/iZ4ew84PF1"
putri friskila,662830473152888832,2015-11-07 03:14:34,2015-11-07,03:14:34,-6.12319,106.83549,"Happy (with tasya, caca, and linda  at Dufan wanaha Tornado)  https://t.co/NF0GzT7OKf"
Detroit CP,662817015455813632,2015-11-07 02:21:05,2015-11-07,02:21:05,42.33312717,-83.04848769,"After heavy winds on Friday, cooler temps expected https://t.co/2HheLXUUSY"
charli whaley,662815815373312000,2015-11-07 02:16:19,2015-11-07,02:16:19,35.79148357,-83.97935438,this rebel loves this tornado  @ Alcoa High School Football Stadium https://t.co/FUH22GkujW
Dallas CP,662812483069972480,2015-11-07 02:03:05,2015-11-07,02:03:05,32.79755357,-96.77401775,Prelim info about the EF-0 tornado that moved across parts of Tarrant Co. yesterday: dfwwx https://t.co/fVdgIEJkP2
Dallas CP,662804746265231360,2015-11-07 01:32:20,2015-11-07,01:32:20,32.79755357,-96.77401775,NWS confirms tornado hit Fort Worth https://t.co/fJhkII0AnP
Dallas CP,662804743606026240,2015-11-07 01:32:19,2015-11-07,01:32:19,32.79755357,-96.77401775,Construction workers helped move debris off cars after Fort Worth tornado https://t.co/yUFWFpEf9b
Houston Press,662803273099976704,2015-11-07 01:26:29,2015-11-07,01:26:29,29.75523769,-95.3618441,National Weather Service increases confirmed Halloween tornado count on from six to 11! https://t.co/hyhnXlubng
patrice of shit,662783738787446784,2015-11-07 00:08:51,2015-11-07,00:08:51,33.23140437,-97.13768243,THIS IS WAY SCARIER THAN SOME TORNADO @ Kroger https://t.co/J3dbwEQoPM
Dallas Trends,662773564781694977,2015-11-06 23:28:26,2015-11-06,23:28:26,32.7781,-96.7954,'Tornado Watch' appeared on Thursday 5 at the 16th place in the Top20 of Dallas-Ft. Worth's Trends: https://t.co/PWGt46BdEa #trndnl
Anna Julia,662773556061818881,2015-11-06 23:28:24,2015-11-06,23:28:24,-22.89206963,-47.02752396,Obrigada por terem tornado o meu dia muito mais especial!!! Vocs so os https://t.co/o8HEn4k5Fg
Austin Press,662765443770220544,2015-11-06 22:56:10,2015-11-06,22:56:10,30.26960519,-97.74361687,NWS Fort Worth confirms tornado touched down Thursday afternoon north of Fort Worth https://t.co/SUzd79dMxs
Vape & Smoke Shop #2,662752926553780224,2015-11-06 22:06:25,2015-11-06,22:06:25,26.0271185,-80.2490236,#Helix concentrate vape attachments and kits! #concentrate #710 #vapeallday #tornado #spiral #swirl #vss2 https://t.co/2pnFw24x50
Tabitha Hawk,662729960201699328,2015-11-06 20:35:10,2015-11-06,20:35:10,34.26000072,-88.67969708,First time to Elvis's birthplace. Last time I was in Tupelo I was watching a tornado... https://t.co/dMNQNhi0je https://t.co/OnwEZ3m4L3
Carrie King,662721103459020800,2015-11-06 19:59:58,2015-11-06,19:59:58,40.65,-73.95,"""She was chaos and beauty intertwined. A tornado of roses from divine."" 
- Shakieb Orgunwall https://t.co/nixrWdfIid"
Fort Worth CP,662716094147198976,2015-11-06 19:40:04,2015-11-06,19:40:04,32.72791305,-97.31947022,"Fort Worth tornado rated EF-0, packed 80-90 mph winds dfwwx txwx https://t.co/vfemLAuNxr"
Mondo Crociere,662713002597183488,2015-11-06 19:27:47,2015-11-06,19:27:47,37.1047,-102.578,"regram discoverearth
Tornado in Campo, Colorado
By Brandon Goforth @tornadotitans @ Campo, Colorado https://t.co/OE46O6K01M"
IEMBot PHI,662704017718444032,2015-11-06 18:52:04,2015-11-06,18:52:04,40.3785,-75.96525,"READING/SPAATZ FLD,PA (RDG) ASOS reports Tornado"
Houston Press,662690687872200704,2015-11-06 17:59:06,2015-11-06,17:59:06,29.75523769,-95.3618441,NWS confirms tornado hit Fort Worth Texas https://t.co/D71Tn4Y7TH
Tonnie Lubanga,662676770387308544,2015-11-06 17:03:48,2015-11-06,17:03:48,1.4868949,33.9318821,"""Tempers escalating and a small storm turns into a full-scale tornado that sweeps all our good intentions away"". #UGDecides 2016..."
FidyaMaudynaHarun,662662389515599873,2015-11-06 16:06:39,2015-11-06,16:06:39,-6.12328698,106.83172102,Ekspersi abis turun dari tornado @ Dunia Fantasi (DUFAN) - Taman Impian https://t.co/aXbj6RBpCN
Monica Hernandez,662648509250691072,2015-11-06 15:11:30,2015-11-06,15:11:30,32.82303,-97.309064,JUST IN: National Weather Service confirms at least an EF-0 tornado hit N FW. 85-90 mph winds #wfaaweather #TXWX https://t.co/fDg9JAwqFh
Dallas CP,662638211328421888,2015-11-06 14:30:35,2015-11-06,14:30:35,32.79755357,-96.77401775,"Storm system with hail, tornado pushes through North Texas https://t.co/UnOPLu4sof"
Rzki rwiyansyah,662635328419708928,2015-11-06 14:19:08,2015-11-06,14:19:08,-6.18094,106.62946,"Kegilaaan saat menghadapi Tornado #Tornado (w/ pandu, desi, &amp; 4 others at Dunia Fantasi (DUFAN)) [vid]  https://t.co/zQfKDpxTgh"
Pier Carri Braschi,662620760419119105,2015-11-06 13:21:14,2015-11-06,13:21:14,43.9167,10.9,Zio in action!!! Tornado a casa  con il cinquino  dopo la scuola    #family #fam #Pistoia https://t.co/87X0XltYX0
Austin Press,662614678208557056,2015-11-06 12:57:04,2015-11-06,12:57:04,30.26960519,-97.74361687,Tornado damages roof in Fort Worth https://t.co/RVhiXYbbFs
Fairus Yunita,662614250087579649,2015-11-06 12:55:22,2015-11-06,12:55:22,-6.12601,106.83889,Komuk sebelum naik tornado  (with Annisa and hasannudin at Pasar Seni Ancol) [pic]  https://t.co/Dp3m4cMaq0
Lourdes Reinoso Tda,662612827912318976,2015-11-06 12:49:43,2015-11-06,12:49:43,-34.50024757,-58.74961913,Pico Pico Pico Pico..!!!  @ El Tornado Oficial https://t.co/7UYELhJen7
San Antonio CP,662609135544889344,2015-11-06 12:35:03,2015-11-06,12:35:03,29.42989111,-98.48699646,KENS 5 is helping Floresville ISD's High School. A tornado hit their school and they need supplies. KENS5News https://t.co/RTkoY76ThY
Rzki rwiyansyah,662577286470766592,2015-11-06 10:28:29,2015-11-06,10:28:29,-6.13083,106.83935,"Tornado #Dufan (with pandu, desi, and 4 others at Dunia Fantasi (DUFAN)) [pic]  https://t.co/E7z0oLmnAS"
Dallas Trends,662577266543607808,2015-11-06 10:28:25,2015-11-06,10:28:25,32.7781,-96.7954,'Tornado Watch' appeared on Thursday 5 at the 16th place in the Top20 of Dallas-Ft. Worth's Trends: https://t.co/PWGt46BdEa #trndnl
Rahmawati Eka A,662555871172362240,2015-11-06 09:03:24,2015-11-06,09:03:24,-6.12283,106.83087,Abis tornado terus kicir-kicir rasanya...nikmat (with vidia at Wahana Kicir-Kicir (Power Surge))  https://t.co/g8HbHKIahm
Emre Aa,662552073532125184,2015-11-06 08:48:18,2015-11-06,08:48:18,41.07316349,28.99071937,Gya ders alyoruz @ Bilgi niversitesi Kutepe Kamps https://t.co/ERvFztjh63
Emre Aa,662540053101551616,2015-11-06 08:00:32,2015-11-06,08:00:32,41.0730867,28.99127593,"I'm at stanbul Bilgi niversitesi - @bilgiofficial in stanbul, Trkiye w/ @melisanurbayram https://t.co/2k2VS8bd6y"
Kent Palmer,662537744711852032,2015-11-06 07:51:22,2015-11-06,07:51:22,37.6992949,-123.01194057,Photo: Dust tornado https://t.co/4ajJYfQei5
Dallas CP,662530002064310272,2015-11-06 07:20:36,2015-11-06,07:20:36,32.79755357,-96.77401775,Here is dash cam video of the tornado hitting the building in north Fort Worth that had the metal facade ripped... https://t.co/Qu7b1jJOiK
LPSD,662510255679606784,2015-11-06 06:02:08,2015-11-06,06:02:08,-6.12259969,106.83332716,"Tornado

Wahana paling atraktif karena tidak hanya menegangkan tapi juga https://t.co/LZK3hIMWKK"
Sarah Elizabeth Ross,662503163681968128,2015-11-06 05:33:57,2015-11-06,05:33:57,41.89751499,-87.63336717,"Of course the day we get the keys to our house the tornado sirens go off. But all is well, and its move in day TOMORROW!!!!"
April,662502964284686336,2015-11-06 05:33:10,2015-11-06,05:33:10,-6.19657,106.88794,"Tornado cookies,  (with royan, Embod, and arnov at @gasvibeshop) [pic]  https://t.co/gL5pP24NkZ"
Beauty Buzz 411,662499006078128128,2015-11-06 05:17:26,2015-11-06,05:17:26,32.89806793,-97.03919921,"When a Tornado comes to town
and your flight cancels, there's only one thing to do. Wrap yourself https://t.co/tGOr1ho6zn"
imthelibrarian,662498126184493056,2015-11-06 05:13:56,2015-11-06,05:13:56,32.935,-97.0858,"Weird clouds and tornado sirens earlier this evening. #grapevinetx @ Grapevine, Texas https://t.co/wwqF5ZaaVk"
Lester Lo,662480360102490112,2015-11-06 04:03:20,2015-11-06,04:03:20,49.28583333,-123.04277778,"#tbt #throwbackthursday gem0816 # #jaychou # #crossover #cover #tornado
#geteverybodymoving https://t.co/jmjkrQj4QC"
Dallas CP,662478594543714304,2015-11-06 03:56:19,2015-11-06,03:56:19,32.79755357,-96.77401775,"Storms broke most of the lights at Ponder's HS stadium, according to DentonRC. txwx https://t.co/ICvm4o31t2"
Erik Beyer,662474942991200256,2015-11-06 03:41:49,2015-11-06,03:41:49,32.57367696,-97.06613043,"Some great lightning tonight!  Tornado warnings, one even touched down in north Fort Worth area. @ https://t.co/dX5OYtkstt"
The Blake Holland,662470522953863172,2015-11-06 03:24:15,2015-11-06,03:24:15,33.20786077,-97.14764665,Members of the @ntTV_News team taking shelter during this evening's tornado warning. https://t.co/4ofiuuU4gT
Dallas CP,662466484971540480,2015-11-06 03:08:12,2015-11-06,03:08:12,32.79755357,-96.77401775,The tornado that hit in north Fort Worth was near the NWS office near I-35W and I-820. This graph is a look at... https://t.co/vEBXTB1OJ8
John Hibble,662464581449551874,2015-11-06 03:00:38,2015-11-06,03:00:38,-37.8185164,145.02113832,@WyndhamLiving @LittleMelbourne Tornado?
Dallas CP,662458398856769536,2015-11-06 02:36:04,2015-11-06,02:36:04,32.79755357,-96.77401775,Apparent Tornado Caught on Camera at Five Star Ford Collision Center in North Fort Worth https://t.co/t0EzZqIz7A
Dallas CP,662450620109033472,2015-11-06 02:05:10,2015-11-06,02:05:10,32.79755357,-96.77401775,"Amazing time-lapse of a storm over Denton Co., as seen from Arlington (Tom Fox/DMN) txwx https://t.co/x55Lfu1jeD"
Dallas CP,662450618569637888,2015-11-06 02:05:09,2015-11-06,02:05:09,32.79755357,-96.77401775,Hail is coming down in Ponder where Im tracking the storm. WATCH LIVE https://t.co/q5BvvL1r3Z
Fort Worth CP,662445558401921024,2015-11-06 01:45:03,2015-11-06,01:45:03,32.72791305,-97.31947022,"3. Tornado causes damage to building in north Fort Worth, Bill Hanna STTop5 https://t.co/7EMLl47YZH"
"Denton, TX News",662443312176095233,2015-11-06 01:36:07,2015-11-06,01:36:07,33.22090149,-97.14430237,Blog: Tornado Warning for Grayson https://t.co/N78tet5fiO
Pedro Pinto,662441199740022784,2015-11-06 01:27:44,2015-11-06,01:27:44,41.1672166,-8.6472866,"@catarina_mart esse documento vai ser tornado pblico? Se sim, quando?"
Jennifer Cleveland,662440482631323649,2015-11-06 01:24:53,2015-11-06,01:24:53,35.4434988,-93.415329,There's either a small tornado or some massive straight line wind. Can't even open the door! #ARwx
Hans Ahlers,662434280560336896,2015-11-06 01:00:14,2015-11-06,01:00:14,33.2108498,-97.1463776,Tornado siren. 5:29 P.M. @ University of North Texas https://t.co/oiSchVlVuY
Dallas CP,662434003920654336,2015-11-06 00:59:08,2015-11-06,00:59:08,32.79755357,-96.77401775,The rain is really coming down in Denton County. We are still tracking the storm LIVE HERE https://t.co/BVjDGjypbH
Martin Welton,662429857763229696,2015-11-06 00:42:40,2015-11-06,00:42:40,35.02925509,-85.26230766,Go Blue Tornado! @ McCallie School https://t.co/a3QrX7Fl3R
William Henley,662429180932542465,2015-11-06 00:39:58,2015-11-06,00:39:58,32.94977233,-97.12649123,No tornado and hail are going to keep men from men's night at this https://t.co/J7CGrHkadK
Houston Press,662428963596144640,2015-11-06 00:39:06,2015-11-06,00:39:06,29.75523769,-95.3618441,Tornado warnings north of DFW. Rotating storm should cross I-35 north of Denton shortly! https://t.co/hyhnXlczYG
Fort Worth CP,662428947443900417,2015-11-06 00:39:03,2015-11-06,00:39:03,32.72791305,-97.31947022,More on the tornado that touched down near I-35W + Meacham dfwwx txwx https://t.co/7EMLl47YZH
James Fielding,662427145407434752,2015-11-06 00:31:53,2015-11-06,00:31:53,32.95598814,-97.292237,We're currently experiencing a tornado right over us! Very exciting... emergency alert on our iPhones https://t.co/pfIBE3gGQM
Kara Lifka,662426587304857600,2015-11-06 00:29:40,2015-11-06,00:29:40,33.26383207,-96.9610503,Tornado possibly heading our way. Am I watching weather or #AshvsEvilDead ? @GroovyBruce we're not in Kansas anymore!!
Iiro Lunki,662423978795921408,2015-11-06 00:19:18,2015-11-06,00:19:18,32.79050993,-96.81027016,"Massive tornado warnings in North #texas, that cloud is just massive and full of lightnings! #usa https://t.co/zXEqQ4FZNl"
Lillie Hamilton,662423180380909568,2015-11-06 00:16:08,2015-11-06,00:16:08,33.2163,-97.1292,Texas tornado got us Hammys slamming doors and hiding in closets and https://t.co/lAZOC0aNsj
Brittany,662423049501708289,2015-11-06 00:15:36,2015-11-06,00:15:36,33.72424836,-96.55183989,Better stand outside and start looking for the tornado with the rest of the neighbors. https://t.co/Mk6BBbNqul
Dallas CP,662421982676316160,2015-11-06 00:11:22,2015-11-06,00:11:22,32.79755357,-96.77401775,Thunder Truck is tracking the storm. WATCH: https://t.co/vNLTh4tW6T
Dallas CP,662421980155547648,2015-11-06 00:11:21,2015-11-06,00:11:21,32.79755357,-96.77401775,Live coverage of NTx storm online. NBC DFW https://t.co/mO1V0Ox94U
Dallas CP,662421977244696576,2015-11-06 00:11:21,2015-11-06,00:11:21,32.79755357,-96.77401775,Tornado Warning for Denton County until 5:45pm Online updates https://t.co/GB5HKpbVNi
Dallas CP,662421969619451905,2015-11-06 00:11:19,2015-11-06,00:11:19,32.79755357,-96.77401775,Denton County you are now under a TORNADO WARNING. WATCH LIVE https://t.co/2LLmu6E420
Zac Grantham,662421459508322305,2015-11-06 00:09:17,2015-11-06,00:09:17,33.6567688,-96.6001968,Tornado Warning has been CANCELED for Grayson County. Radar image as of 6:04pm. #TexomaWx https://t.co/1arQVCfCXQ
Jorge Rivera,662421336791384064,2015-11-06 00:08:48,2015-11-06,00:08:48,33.2163,-97.1292,"This how a Tornado warning looks like#tornadowarning @ Denton, Texas https://t.co/VW3Isawvwj"
Leslie Ashe,662418895404429312,2015-11-05 23:59:06,2015-11-05,23:59:06,32.85629138,-97.19362513,"we just finished a tornado warning here in Fort Worth, Texas. One touched at Meachem &amp; i35 - just 4 https://t.co/12H40hYfmc"
Beauty Pirate,662416853797466113,2015-11-05 23:50:59,2015-11-05,23:50:59,33.17547724,-97.09299049,Getting ready for the #tornado @ I-35 https://t.co/1LYY2LFxqy
Fort Worth CP,662416623005888514,2015-11-05 23:50:04,2015-11-05,23:50:04,32.72791305,-97.31947022,Tornado causes damage to building in north Fort Worth dfwwx https://t.co/7EMLl47YZH
Javierr.,662416145874419712,2015-11-05 23:48:10,2015-11-05,23:48:10,33.2080041,-97.14986257,What if the tornado destroyed the union?
Brittany,662415804751675393,2015-11-05 23:46:49,2015-11-05,23:46:49,33.72424983,-96.55184573,Not sure what is making my day worse. Dealing with my mother or a possible tornado nearby.
Javierr.,662415751437942784,2015-11-05 23:46:36,2015-11-05,23:46:36,33.20820962,-97.15001411,Update| watching a tornado form https://t.co/yJjxkDCgbZ
NWS Fort Worth,662415456607703040,2015-11-05 23:45:26,2015-11-05,23:45:26,33.65971973,-96.54588665,"Tornado Warning including Sherman TX, Denison TX, Bells TX until 6:15 PM CST https://t.co/kvoVLXH7vF"
NWS Tornado Warnings,662415445270528000,2015-11-05 23:45:23,2015-11-05,23:45:23,33.65971973,-96.54588665,"Tornado Warning including Sherman TX, Denison TX, Bells TX until 6:15 PM CST https://t.co/wK8NDd8aWH"
Austin Press,662415166533857280,2015-11-05 23:44:17,2015-11-05,23:44:17,30.26960519,-97.74361687,Roof ripped off near I-35W and Meacham during TORNADO WARNING https://t.co/MuGb42Rn3D
Zac Grantham,662415105234182144,2015-11-05 23:44:02,2015-11-05,23:44:02,33.6567688,-96.6001968,Tornado Warning for Grayson County until 6:15!!!! #TexomaWx @ 93.1 KMKT https://t.co/QFgP62agfb
NWS Fort Worth,662414430370574336,2015-11-05 23:41:21,2015-11-05,23:41:21,33.65682429,-96.55374692,"Tornado Warning including Sherman TX, Denison TX, Bells TX until 6:15 PM CST https://t.co/Iujg9WTQOK"
NWS Tornado Warnings,662414422162305024,2015-11-05 23:41:19,2015-11-05,23:41:19,33.65682429,-96.55374692,"Tornado Warning including Sherman TX, Denison TX, Bells TX until 6:15 PM CST https://t.co/EmObHLFuT9"
Dallas CP,662413872062533633,2015-11-05 23:39:08,2015-11-05,23:39:08,32.79755357,-96.77401775,Damage in Fort Worth from possible tornado https://t.co/W0SjaElSMx
Dallas CP,662413869986410496,2015-11-05 23:39:08,2015-11-05,23:39:08,32.79755357,-96.77401775,Damage reported in Fort Worth from possible tornado https://t.co/W0SjaElSMx
Dallas CP,662413868438687744,2015-11-05 23:39:07,2015-11-05,23:39:07,32.79755357,-96.77401775,From Ken Kalthoff onscene at tornado damaged building in Tarrant county. https://t.co/uXk8s1bc3p
Dallas CP,662413866807103488,2015-11-05 23:39:07,2015-11-05,23:39:07,32.79755357,-96.77401775,"Live video: Tornado watch, warnings throughout North Texas as storms slowly approach Dallas https://t.co/oxXxylMioL"
Dallas CP,662413864839983104,2015-11-05 23:39:07,2015-11-05,23:39:07,32.79755357,-96.77401775,"Reporter Ken Kalthoff is on scene of roof collapse in FW , people are very shaken up https://t.co/agdjNEecyK"
Dallas CP,662413863040585728,2015-11-05 23:39:06,2015-11-05,23:39:06,32.79755357,-96.77401775,Chopper 5 live over storm damage in Fort Worth. WATCH https://t.co/3XTCprB3b5
Dallas CP,662413860494700544,2015-11-05 23:39:06,2015-11-05,23:39:06,32.79755357,-96.77401775,WATCH: Roof ripped off near I-35W and Meacham during tornado warning https://t.co/knrUvmkOut
Dallas CP,662413858309443585,2015-11-05 23:39:05,2015-11-05,23:39:05,32.79755357,-96.77401775,Roof ripped off near I-35W and Meacham during TORNADO WARNING https://t.co/QqA2cnu8Gt
Dallas CP,662413851976036352,2015-11-05 23:39:04,2015-11-05,23:39:04,32.79755357,-96.77401775,"Wise, Denton and Cook Counties you are still under a Tornado WARNING. WATCH LIVE https://t.co/skox5QIMY2"
NWS Fort Worth,662412431373701120,2015-11-05 23:33:25,2015-11-05,23:33:25,33.28656555,-97.03772794,"Tornado Warning including Denton TX, Pilot Point TX, Krum TX until 5:45 PM CST https://t.co/irhVQPlBrg"
NWS Tornado Warnings,662412423198994432,2015-11-05 23:33:23,2015-11-05,23:33:23,33.28656555,-97.03772794,"Tornado Warning including Denton TX, Pilot Point TX, Krum TX until 5:45 PM CST https://t.co/IyOBRqydDO"
Houston Press,662412345294000129,2015-11-05 23:33:04,2015-11-05,23:33:04,29.75523769,-95.3618441,Tornado damage in N. Texas https://t.co/d0Q8bkf3tf
NWS Fort Worth,662411707361292288,2015-11-05 23:30:32,2015-11-05,23:30:32,33.59503143,-96.81684792,Tornado Warning including Collinsville TX until 5:45 PM CST https://t.co/5rKvXj5iLX
NWS Tornado Warnings,662411699597668353,2015-11-05 23:30:30,2015-11-05,23:30:30,33.59503143,-96.81684792,Tornado Warning including Collinsville TX until 5:45 PM CST https://t.co/xPCRY59Jx2
Ramona,662409788211335168,2015-11-05 23:22:55,2015-11-05,23:22:55,56.95,24.1,"She was chaos
and beauty
intertwined .
A tornado of
roses
devine . @ Latvia https://t.co/Pop2J5i8v4"
NWS Fort Worth,662409600222695424,2015-11-05 23:22:10,2015-11-05,23:22:10,33.24785631,-97.09782725,"Tornado Warning including Denton TX, Corinth TX, Pilot Point TX until 5:45 PM CST https://t.co/ZI03JX8bvl"
NWS Tornado Warnings,662409592480010240,2015-11-05 23:22:08,2015-11-05,23:22:08,33.24785631,-97.09782725,"Tornado Warning including Denton TX, Corinth TX, Pilot Point TX until 5:45 PM CST https://t.co/He8oppZSSr"
Bianca Lr,662406261594578944,2015-11-05 23:08:54,2015-11-05,23:08:54,-22.88879378,-43.22098296,"Um sonho tornado realidade. - Escaderia Selarn, Rio de Janeiro.  #ThrowbackThursday @ Escadaria https://t.co/dV6eEB5HKD"
NWS Fort Worth,662406247824560129,2015-11-05 23:08:51,2015-11-05,23:08:51,33.52091719,-96.88009612,"Tornado Warning including Collinsville TX, Gunter TX, Tioga TX until 5:45 PM CST https://t.co/V99r8K9Hmu"
NWS Tornado Warnings,662406238915813376,2015-11-05 23:08:48,2015-11-05,23:08:48,33.52091719,-96.88009612,"Tornado Warning including Collinsville TX, Gunter TX, Tioga TX until 5:45 PM CST https://t.co/AeWHSk6v0e"
Dallas CP,662406121496252416,2015-11-05 23:08:20,2015-11-05,23:08:20,32.79755357,-96.77401775,"TORNADO warning just issued for Cook, Denton &amp; Wise Counties. LIVE COVERAGE HERE https://t.co/u59Szdmr37"
Dallas CP,662406117155213312,2015-11-05 23:08:19,2015-11-05,23:08:19,32.79755357,-96.77401775,Tornado warning issued for Tarrant County after funnel cloud spotted in North Richland Hills https://t.co/jQU9dr6Al3
Dallas CP,662406115347460096,2015-11-05 23:08:19,2015-11-05,23:08:19,32.79755357,-96.77401775,People taking cover Texas Motor Speedway due to Tornado WARNING. LIVE https://t.co/MrseJNeJj8
Dallas CP,662406113048969216,2015-11-05 23:08:18,2015-11-05,23:08:18,32.79755357,-96.77401775,Warning for fans at TMS. Tornado Warning in Tarrant County right now. https://t.co/Uc0KnPbTKz
Dallas CP,662406108837863424,2015-11-05 23:08:17,2015-11-05,23:08:17,32.79755357,-96.77401775,Tornado Warning for northern Tarrant County. Meteorologist Dan Henry and Meteorologist Jennifer Myers... https://t.co/6uhcWAbwaA
Dallas CP,662406107055329284,2015-11-05 23:08:17,2015-11-05,23:08:17,32.79755357,-96.77401775,Tornado Warning for Tarrant County until 4:45pm. Online updates https://t.co/GB5HKpbVNi
Dallas CP,662406104895221760,2015-11-05 23:08:16,2015-11-05,23:08:16,32.79755357,-96.77401775,Tornado Warning for Tarrant County until 4:45pm. WATCH LIVE: Online updates https://t.co/GB5HKpbVNi
Dallas CP,662406102177333248,2015-11-05 23:08:16,2015-11-05,23:08:16,32.79755357,-96.77401775,Funnel in NE Tarrant Co where a Tornado Warning is in effect. https://t.co/Eq2ntWUbgq
Josh Reese,662405341972312064,2015-11-05 23:05:15,2015-11-05,23:05:15,32.892285,-97.114763,Gotta love DFW weather!  Tornado passed through Keller onto Southlake! #dfw #tornado https://t.co/4p6XaPBQCc
