screen_name,tweet_id,da,date,time,latitude,longitude,content
NWS Atlanta,661305662694027264,2015-11-02 22:15:31,2015-11-02,22:15:31,32.08541282,-82.424603,"Tornado Warning including Santa Claus GA, Uvalda GA, Alston GA until 5:45 PM EST https://t.co/gANSEcH5I7"
NWS Tornado Warnings,661305650866089984,2015-11-02 22:15:28,2015-11-02,22:15:28,32.08541282,-82.424603,"Tornado Warning including Santa Claus GA, Uvalda GA, Alston GA until 5:45 PM EST https://t.co/O8BZ9LQcil"
IEMBot EWX,661303093485637632,2015-11-02 22:05:18,2015-11-02,22:05:18,29.76,-97.98,"At 8:28 AM, 1 NW Zorn [Guadalupe Co, TX] NWS STORM SURVEY reports TORNADO #EWX https://t.co/eQuQNpQ9eb"
only_vegas,661302015113469952,2015-11-02 22:01:01,2015-11-02,22:01:01,56.6331,47.8833,"#today #HARIBO 
    ??)     6 (  )    https://t.co/GmRduF2Lqv"
NWS Atlanta,661301826289963008,2015-11-02 22:00:16,2015-11-02,22:00:16,32.06126276,-82.47841211,"Tornado Warning including Santa Claus GA, Uvalda GA, Alston GA until 5:45 PM EST https://t.co/95qa4Kt6qZ"
NWS Tornado Warnings,661301816236224512,2015-11-02 22:00:14,2015-11-02,22:00:14,32.06126276,-82.47841211,"Tornado Warning including Santa Claus GA, Uvalda GA, Alston GA until 5:45 PM EST https://t.co/KVkqQAGMXW"
IEMBot EWX,661300279724257281,2015-11-02 21:54:07,2015-11-02,21:54:07,29.13,-98.16,"At 7:02 AM, 1 S Floresville [Wilson Co, TX] NWS STORM SURVEY reports TORNADO #EWX https://t.co/e8zQB7wcxx"
NWS Atlanta,661293658327531520,2015-11-02 21:27:49,2015-11-02,21:27:49,31.97220507,-82.78728444,"Tornado Warning including Lumber City GA, Workmore GA, Jordan GA until 5:00 PM EST https://t.co/ZUi4ChmNXw"
NWS Tornado Warnings,661293649347477504,2015-11-02 21:27:46,2015-11-02,21:27:46,31.97220507,-82.78728444,"Tornado Warning including Lumber City GA, Workmore GA, Jordan GA until 5:00 PM EST https://t.co/g3EeY4qqgb"
NWS Atlanta,661289595741409280,2015-11-02 21:11:40,2015-11-02,21:11:40,31.9249283,-82.9926232,"Tornado Warning including China Hill GA, Workmore GA, Temperance GA until 4:30 PM EST https://t.co/HHhlejZrsL"
NWS Tornado Warnings,661289588086845440,2015-11-02 21:11:38,2015-11-02,21:11:38,31.9249283,-82.9926232,"Tornado Warning including China Hill GA, Workmore GA, Temperance GA until 4:30 PM EST https://t.co/piMx9xgFUA"
IEMBot LIX,661288624676212736,2015-11-02 21:07:48,2015-11-02,21:07:48,30.71,-89.47,"At 5:23 PM, 10 SSE Poplarville [Pearl River Co, MS] NWS STORM SURVEY reports TORNADO of EF1 #LIX https://t.co/kaTjmbujfz"
Cherokee HS Warriors,661287927515758592,2015-11-02 21:05:02,2015-11-02,21:05:02,34.23376007,-84.50052344,CHS will participate in a statewide tornado drill on Wednesday November 4th at 9:00am
NWS Atlanta,661286986402009089,2015-11-02 21:01:18,2015-11-02,21:01:18,31.9301117,-83.01968928,"Tornado Warning including Milan GA, China Hill GA, Workmore GA until 4:30 PM EST https://t.co/uHP04nzOr0"
NWS Tornado Warnings,661286978269282305,2015-11-02 21:01:16,2015-11-02,21:01:16,31.9301117,-83.01968928,"Tornado Warning including Milan GA, China Hill GA, Workmore GA until 4:30 PM EST https://t.co/UC1KsQ7gM6"
NWS Tornado Warnings,661286916692701184,2015-11-02 21:01:01,2015-11-02,21:01:01,31.80381631,-83.18611804,"Tornado Warning including Bowens Mill GA, Queensland GA until 4:15 PM EST https://t.co/zZDLufl5Ui"
Oswin Gallas,661286610558959617,2015-11-02 20:59:48,2015-11-02,20:59:48,-27.07164433,-55.62375923,"Tornado (@ Hipermercado Colonias Unidas in Obligado, Departamento de Itapa) https://t.co/dcshX48Ipp"
Hassan Al-obidly,661279616951296000,2015-11-02 20:32:01,2015-11-02,20:32:01,25.31916667,51.52777778,@ Tornado Tower https://t.co/0UjcNN75fg
IEMBot EWX,661272954710331392,2015-11-02 20:05:32,2015-11-02,20:05:32,29.33,-99.29,"At 5:00 AM, 1 WSW D'Hanis [Medina Co, TX] NWS STORM SURVEY reports TORNADO #EWX https://t.co/WQdFg61qnR"
IEMBot EWX,661272129329979392,2015-11-02 20:02:16,2015-11-02,20:02:16,29.62,-97.98,"At 8:11 AM, 3 SSW Geronimo [Guadalupe Co, TX] NWS STORM SURVEY reports TORNADO #EWX https://t.co/bynIZpNY7J"
IEMBot JAN,661271178376404992,2015-11-02 19:58:29,2015-11-02,19:58:29,31.28,-89.36,"At 5:24 PM, 4 SW Hattiesburg [Lamar Co, MS] NWS STORM SURVEY reports TORNADO #JAN https://t.co/0amUPCFqps"
Houston Press,661268359359520768,2015-11-02 19:47:17,2015-11-02,19:47:17,29.75523769,-95.3618441,Tornado tears home 30 years after couple built it: Pieces of roof and rock lay strewn around David McCullough's https://t.co/nJGtEMYvUZ
Stigmabase | BR,661260918773301248,2015-11-02 19:17:43,2015-11-02,19:17:43,-22.44918576,-49.02265625,"#Stigmabase | BR -  Perrie Edwards revelou que se pode ter tornado homossexual, aps noivado com Zayn Malik - https://t.co/01XvQw8FOK"
Lolo,661254655255691265,2015-11-02 18:52:49,2015-11-02,18:52:49,51.13576022,4.44343201,I'm at Pizza Tornado in Kontich https://t.co/jZfJZ1vl26
The Yeti,661253868085489664,2015-11-02 18:49:42,2015-11-02,18:49:42,54.95367114,-2.68894223,"Tornado IPA, top-drawer stuff!Gets the #Asuka seal of approval.#craftbeer #Evangelion @WindsweptBeers https://t.co/olxaCkey2A"
taylor somerville,661253857276751872,2015-11-02 18:49:39,2015-11-02,18:49:39,39.55918595,-82.9471363,"CALL FEMA, a tornado is about to roll through ttown! Happy Hate Week! #GEAUX #leonardfornette #buga @ https://t.co/34wdJyLYm2"
NWS Tornado Warnings,661253200767356929,2015-11-02 18:47:03,2015-11-02,18:47:03,31.87487618,-84.09016096,"Tornado Warning including Chokee GA, Scrutchins GA until 2:00 PM EST https://t.co/dF9HleKkXe"
Loren Cole,661252546703552516,2015-11-02 18:44:27,2015-11-02,18:44:27,35.67651293,-105.94953941,"""Her love's like tornado weather""
-- Hayes Carll #dayoff @ SantaFe, NM https://t.co/iMoywAzY78"
Syan Rhodes,661249911258673152,2015-11-02 18:33:58,2015-11-02,18:33:58,29.5342102,-95.2071322,Cleanup continues in Friendswood after Saturday's tornado. At 5 on @KPRC2 the warning police have for residents. https://t.co/M23jujIxNJ
NWS Tornado Warnings,661249736662347776,2015-11-02 18:33:17,2015-11-02,18:33:17,31.8577372,-84.12287639,"Tornado Warning including Chokee GA, Neyami GA, Scrutchins GA until 2:00 PM EST https://t.co/u1rJMSVSUB"
NWS Tornado Warnings,661243495848349696,2015-11-02 18:08:29,2015-11-02,18:08:29,31.19676281,-84.77951871,"Tornado Warning including Colquitt GA, Damascus GA, Harmony Church Rd/Hwy 45 GA until 1:45 PM EST https://t.co/4LJhgH2i8u"
IEMBot TAE,661241683619680256,2015-11-02 18:01:17,2015-11-02,18:01:17,30.59,-85.52,"At 12:00 PM, 4 SSW Gilberts Mill [Washington Co, FL] EMERGENCY MNGR reports TORNADO #TAE https://t.co/IjLCDDs1dg"
DTB & CDRB= B4L,661240733030944768,2015-11-02 17:57:30,2015-11-02,17:57:30,44.556525,-123.2826453,Its a tornado back home!
NWS Tornado Warnings,661238261877071872,2015-11-02 17:47:41,2015-11-02,17:47:41,31.63765821,-84.46756182,"Tornado Warning including Sasser GA, Chickasawhatchee GA, Clarks Mill GA until 1:15 PM EST https://t.co/3JCbbFYFlH"
Stigmabase | UN,661234937912098816,2015-11-02 17:34:29,2015-11-02,17:34:29,-23.4922664,-46.66113496,"#Egaylity -  Perrie Edwards revelou que se pode ter tornado homossexual, aps noivado com Zayn Malik - Perrie https://t.co/9oQSIYBUac"
Stigmabase | BR,661234838536499201,2015-11-02 17:34:05,2015-11-02,17:34:05,-23.4922664,-46.66113496,"EGAYLiTY : #Egaylity -  Perrie Edwards revelou que se pode ter tornado homossexual, aps noivado com Zayn Malik - https://t.co/toNHHNhmcy"
H  A  I  D  E  R,661230813615431680,2015-11-02 17:18:05,2015-11-02,17:18:05,24.86,67.01,8: tornado of dreadful thoughts gripped my heart and paralysing trepidation hit me as I rushed to the hospital. My #KURejectsIJT
IEMBot TAE,661230224504320000,2015-11-02 17:15:45,2015-11-02,17:15:45,30.59,-85.51,"At 12:00 PM, 3 SSW Gilberts Mill [Washington Co, FL] EMERGENCY MNGR reports TORNADO #TAE https://t.co/IjLCDDs1dg"
NWS Tornado Warnings,661225713740066820,2015-11-02 16:57:49,2015-11-02,16:57:49,30.61957411,-85.48127847,"Tornado Warning including Round Lake FL, Ridgetop FL, Gilberts Mill FL until 11:30 AM CST https://t.co/eKLlXR9qGN"
IEMBot TAE,661203621820788736,2015-11-02 15:30:02,2015-11-02,15:30:02,30.99,-84.23,"At 3:45 PM, 1 S Elpino [Grady Co, GA] BROADCAST MEDIA reports TORNADO of EF0 #TAE https://t.co/bWCAarnsth"
IEMBot TAE,661203621694935040,2015-11-02 15:30:02,2015-11-02,15:30:02,31.22,-83.98,"At 4:43 PM, WNW Hartsfield [Colquitt Co, GA] BROADCAST MEDIA reports TORNADO of EF0 #TAE https://t.co/fuLpAiN6BS"
 ,661181079823343616,2015-11-02 14:00:28,2015-11-02,14:00:28,34.2333,-3.36667,"A small Sand tornado in the highway .....
#sand #tornado #cloudy day #cloudysky @ Guercif https://t.co/dDz3P0Cprw"
Asim Baluch,661175886935298058,2015-11-02 13:39:50,2015-11-02,13:39:50,26.6667,68,"Mini tornado at Moro , sindh . 

#Tornado #weather #Sindh #Moro #trip #way #traveling #Fun #family https://t.co/T3JMyaLsDS"
IEMBot HGX,661175622249525249,2015-11-02 13:38:47,2015-11-02,13:38:47,29.63,-95.11,"At 6:50 AM, 3 SE Pasadena [Harris Co, T] NWS STORM SURVEY reports TORNADO #HGX https://t.co/42LykWhDKu"
IEMBot HGX,661175622199148544,2015-11-02 13:38:47,2015-11-02,13:38:47,29.83,-95.06,"At 8:03 AM, 3 S Barrett [Harris Co, T] NWS STORM SURVEY reports TORNADO #HGX https://t.co/Yz9IoNG7I6"
IEMBot HGX,661175622186614786,2015-11-02 13:38:47,2015-11-02,13:38:47,29.48,-95.26,"At 6:21 AM, 3 NNW Alvin [Brazoria Co, T] NWS STORM SURVEY reports TORNADO #HGX https://t.co/EezqHTj0ON"
IEMBot HGX,661175622182436864,2015-11-02 13:38:47,2015-11-02,13:38:47,29.53,-95.22,"At 6:25 AM, 2 NW Friendswood [Galveston Co, T] NWS STORM SURVEY reports TORNADO #HGX https://t.co/gHWO1NZd7p"
IEMBot HGX,661175622182416384,2015-11-02 13:38:47,2015-11-02,13:38:47,29.17,-95.43,"At 5:17 AM, Angleton [Brazoria Co, T] NWS STORM SURVEY reports TORNADO #HGX https://t.co/LKG7kOglIA"
IEMBot HGX,661175622173986816,2015-11-02 13:38:47,2015-11-02,13:38:47,29.23,-95.35,"At 5:27 AM, Danbury [Brazoria Co, T] NWS STORM SURVEY reports TORNADO #HGX https://t.co/pLTqiVFWwJ"
Emre Aa,661162514533756928,2015-11-02 12:46:41,2015-11-02,12:46:41,41.0747279,28.92356564,I'm at @VialandIstanbul in stanbul https://t.co/gGEkbCZqLU
Zeyad E. Serag,661136540899237888,2015-11-02 11:03:29,2015-11-02,11:03:29,29.96632981,31.05918605,#selfie #tb #friend #follow4follow #happy #like4like #braces #l4l #f4f #picoftheday #tornado #bff https://t.co/RWB4tLefeJ
Ronnie Lyon,661113700187795456,2015-11-02 09:32:43,2015-11-02,09:32:43,34.0404015,-118.259079,@luchavavoom Tornado de Hula #hulahoop #luchavavoom2015 #luchavavoom #themayan #dtla #ronlyonphoto https://t.co/NLKDkLk69y
,661086512096808960,2015-11-02 07:44:41,2015-11-02,07:44:41,34.967096,135.772691,#nowplaying  -  (2015 mix) / Best of Tornado https://t.co/SGfQTUTF8G
Edgars,661082739978936320,2015-11-02 07:29:42,2015-11-02,07:29:42,56.9989849,24.1067265,"Kas mani notur Latvij?
Mlestba pret dzimteni un noteikti tas ,ka Te nav ne Tornado,ne vulknu un indgu dzvnieku..."
asc,661063117309218817,2015-11-02 06:11:43,2015-11-02,06:11:43,-6.1232,106.83051,"Tornado mannn
Yang ga naek cemenn (with Putri Arum and sheilla marissa at @1jabodetabek) [pic]  https://t.co/dt8BXxhjSS"
only_vegas,661042922788364289,2015-11-02 04:51:29,2015-11-02,04:51:29,56.6331,47.8833,")       6 

#morning #monday #yoshkarola https://t.co/Cv7rljH6RQ"
littlest love bakery,661032597548478467,2015-11-02 04:10:27,2015-11-02,04:10:27,36.1822586,-86.7485123,Most days I'm so busy I think he thinks I'm a tornado of movements. Today we all slowed down together https://t.co/lZ3BLaHNIz
IEMBot TAE,661027217447583744,2015-11-02 03:49:04,2015-11-02,03:49:04,31,-84.23,"At 3:45 PM, Elpino [Grady Co, GA] BROADCAST MEDIA reports TORNADO #TAE https://t.co/bWCAarnsth"
IEMBot TAE,661027217418260480,2015-11-02 03:49:04,2015-11-02,03:49:04,31.22,-83.98,"At 4:43 PM, WNW Hartsfield [Colquitt Co, GA] BROADCAST MEDIA reports TORNADO #TAE https://t.co/fuLpAiN6BS"
felicidades  todos,661018967373422593,2015-11-02 03:16:17,2015-11-02,03:16:17,-26.94878955,-48.6326683,"Tiago 2:10 ""quem observar todas as leis e der um passo em falso num s ponto tm se tornado ofensor em todos os outros""."
Luciana  4N-M11CHKB,661007158054510593,2015-11-02 02:29:22,2015-11-02,02:29:22,-34.5113548,-58.72147995,La mejor de toditas todas  @ Tornado Jc Paz https://t.co/uFDFBBkDD3
Elif Sare olak,660988591926046720,2015-11-02 01:15:35,2015-11-02,01:15:35,40.88945622,29.18524639,Hayat sevince guzeel (@ Tornado Bar Club) https://t.co/J58MzNkkrD
Alcyone Andrade,660983703905181696,2015-11-02 00:56:10,2015-11-02,00:56:10,-6.520827,-38.412737,"I'm at Tornado in Uirana, PB https://t.co/MvTJ1grIj9"
IEMBot LCH,660983615862390784,2015-11-02 00:55:49,2015-11-02,00:55:49,31.1,-92.76,"At 11:23 AM, 3 S Hineston [Rapides Co, LA] NWS STORM SURVEY reports TORNADO of EF1 #LCH https://t.co/My7bvH4wBu"
IEMBot LCH,660977322372104193,2015-11-02 00:30:48,2015-11-02,00:30:48,30.89,-93.12,"At 7:41 AM, 7 WNW Sugartown [Vernon Co, LA] NWS STORM SURVEY reports TORNADO of EF1 #LCH https://t.co/SbjCLz87zP"
NWS Tornado Warnings,660972145283956736,2015-11-02 00:10:14,2015-11-02,00:10:14,30.37006515,-86.17859701,"Tornado Warning including Port Washington FL, Sandestin FL, Bunker FL until 6:45 PM CST https://t.co/6Z4snBaplg"
Savage Picasso,660969659789787136,2015-11-02 00:00:21,2015-11-02,00:00:21,31.2856809,-92.4538727,Lol kush tornado
Danielle Herzlich,660950107714490368,2015-11-01 22:42:40,2015-11-01,22:42:40,29.94338273,-90.07554878,The things I do to watch my husband work. Add forging a hurricane/torrential downpour/tornado dressed https://t.co/aE51OKNQR9
IEMBot LIX,660949015194812416,2015-11-01 22:38:19,2015-11-01,22:38:19,30.58,-90.42,"At 4:07 PM, 4 E Tickfaw [Tangipahoa Co, LA] NWS STORM SURVEY reports TORNADO of EF0 #LIX https://t.co/VavdkTvXkc"
IEMBot LIX,660949015186378756,2015-11-01 22:38:19,2015-11-01,22:38:19,30.67,-89.66,"At 5:23 PM, 1 W Mcneil [Pearl River Co, MS] FIRE DEPT/RESCUE reports TORNADO #LIX https://t.co/kaTjmbujfz"
IEMBot LIX,660949015182184448,2015-11-01 22:38:19,2015-11-01,22:38:19,30.58,-90.33,"At 4:15 PM, 9 E Tickfaw [Tangipahoa Co, LA] NWS STORM SURVEY reports TORNADO of EF0 #LIX https://t.co/RMMOiVxcwP"
IEMBot LIX,660949015085780993,2015-11-01 22:38:19,2015-11-01,22:38:19,30.5,-90.64,"At 1:23 PM, 6 E Livingston [Livingston Co, LA] NWS STORM SURVEY reports TORNADO of EF1 #LIX https://t.co/PQlC9NCFX8"
NWS Tornado Warnings,660930773604634628,2015-11-01 21:25:50,2015-11-01,21:25:50,31.22095927,-83.97952322,"Tornado Warning including Doerun GA, Sale City GA, Cotton GA until 5:00 PM EST https://t.co/imVTl83koL"
Reinaldo Mascarenhas,660923108421976064,2015-11-01 20:55:23,2015-11-01,20:55:23,-19.90317273,-43.94363233,"""Somos todos Ventos...Rei Tufo, Brisa, Minuano, Tornado e Aura. Somos da provncia de https://t.co/cA1PaUQnYo"
swellionaire,660916657012015110,2015-11-01 20:29:44,2015-11-01,20:29:44,40.79651283,-73.94997931,"TORNADO SIGHTING, MILE 23 LOOKING STRONG!!! #tornadodube #hotlinetory #novemberproject https://t.co/sxon94h0mr"
Param Shah,660879027150942209,2015-11-01 18:00:13,2015-11-01,18:00:13,19.07112233,72.86962286,Potato Tornado @ Lil flea Market Mumbai BKC https://t.co/lfP5lAdq1c
Vincy,660862814316179456,2015-11-01 16:55:47,2015-11-01,16:55:47,48.89020695,2.37012112,Ascension. La tornade d'#AnishKapoor #tornado #twister #art #folliacontinua #video #paris #exposition https://t.co/JdXuIK74SS
nexcysinaga28,660851331331137536,2015-11-01 16:10:10,2015-11-01,16:10:10,-6.12259969,106.83332716,"Tornado ...  @ DUFAN, Taman Impian Jaya Ancol, Jakarta. https://t.co/RcJ1Uiuur8"
Juana,660841300716048384,2015-11-01 15:30:18,2015-11-01,15:30:18,-36.0950439,-57.81261,Parece que un tornado paso por mi pieza
radyo arkent,660829824483794944,2015-11-01 14:44:42,2015-11-01,14:44:42,39.420721,26.807174,"#nowplaying ""Jnsi - Tornado"" on https://t.co/lyVXgaY742"
Houston Press,660829691826180097,2015-11-01 14:44:10,2015-11-01,14:44:10,29.75523769,-95.3618441,La Porte residents cleanup after tornado damages at least 70 homes: A massive cleanup in La Porte will continue https://t.co/iFwJMbRZkd
Teresa Morris,660828946959855616,2015-11-01 14:41:13,2015-11-01,14:41:13,37.69931422,-123.01185151,"https://t.co/phHnQYpiAO Tornado in Washington,IL - This is what a father and his daughter experienced on the 17 Nov 2013."
Denny AJD,660823572051419146,2015-11-01 14:19:51,2015-11-01,14:19:51,-6.23023982,106.85152371,"This what i call TORNADO Paradiddle. ROCK ON!!!

#DennyAJD #drum #drummer #OSTINATO #paradiddle https://t.co/Ck6hXRqEOq"
Lavinea Lost,660810613170544640,2015-11-01 13:28:22,2015-11-01,13:28:22,-10.9371945,-37.1152414,"@kaiser67_ aguentando minhas chatices e minhas insanidades, agradeo principalmente por ter se tornado essencial na minha vida Milena,"
The Poetry Club,660810051280437248,2015-11-01 13:26:08,2015-11-01,13:26:08,55.8645515,-4.2997398,"#Repost @tackychurches

graham bell tornado healing the World bAnk tHru hysteric ritual @ The https://t.co/JtW0c37cmc"
rocio,660808344903540736,2015-11-01 13:19:21,2015-11-01,13:19:21,-34.5060517,-58.5809536,ojala algun da se de cuenta d quien lo quiere posttta y lo valora.. ese dia se viene alto tornado terremoto todo junto
Abib,660789044683497472,2015-11-01 12:02:39,2015-11-01,12:02:39,-6.21137,107.02032,"Tks bosku :))) .
Es Black Tornado nya mancep (with Azka and Pocay at Kedai Kopi Bakar Buun Koeffie)  https://t.co/0Pz0tVZY7H"
Makayla Jean.,660776618000969728,2015-11-01 11:13:17,2015-11-01,11:13:17,37.64216108,-92.64442835,I have the heat on and the fan on in my room. There's going to be a tornado in my room. 
Andy Thorne,660759340475883520,2015-11-01 10:04:37,2015-11-01,10:04:37,53.92577666,-0.96600228,Tornado @ Yorkshire Air Museum https://t.co/fLXEXdJcCy
  ,660732074236780544,2015-11-01 08:16:16,2015-11-01,08:16:16,29.36553452,47.97670374,".  . 
#chapala #storm #weather #oman #yemen #tornado https://t.co/f0EQcuQmPU"
RiskaAmelyaBerliana,660731091536314368,2015-11-01 08:12:22,2015-11-01,08:12:22,-6.12269,106.83284,At Dufan wanaha Tornado  https://t.co/hRZZke4IXM
yammi,660717927902142464,2015-11-01 07:20:04,2015-11-01,07:20:04,-34.50024757,-58.74961913,#trula #trulala #tornado @ El Tornado Oficial https://t.co/ZQ0NTsz62R
Jasper,660709581497102336,2015-11-01 06:46:54,2015-11-01,06:46:54,-34.4333,150.883,"Storm hitting Wollongong pt: 2

Looks like my phone got hit by a tornado... https://t.co/bhx09qbE6E"
N I A,660679842166214656,2015-11-01 04:48:43,2015-11-01,04:48:43,-6.12315,106.83563,Tornado..... aaaaaaaaaaa (at Dunia Fantasi (DUFAN)) [pic]  https://t.co/QS2g7yCHKB
Luciana  4N-M11CHKB,660677694867251204,2015-11-01 04:40:11,2015-11-01,04:40:11,-34.51053882,-58.72713719,Los ngeles de Reimon! Tornado y trula  @ Tornado Bailable https://t.co/fcSdycWudw
syifa khairunnisa,660663927064403968,2015-11-01 03:45:29,2015-11-01,03:45:29,-6.12455365,106.83187943,#tornado #dufan #latepost  @ DuFan (Dunia Fantasii) - Taman Impian Jaya Ancol https://t.co/akwigBIpSp
yammi,660643857827291137,2015-11-01 02:25:44,2015-11-01,02:25:44,-34.4258,-58.5967,"tornadoooooooooooo  #trula #tornado @ Tigre, Buenos Aires https://t.co/J7oxfGUUbQ"
Paul Burger,660640487053897728,2015-11-01 02:12:20,2015-11-01,02:12:20,40.67674936,-73.98019736,This is @leafdanielle reporting live from Tornado alley for CNN. Stay https://t.co/7zmlf0fE47
Ashley Anderson,660639584053661697,2015-11-01 02:08:45,2015-11-01,02:08:45,30.26560052,-85.98624128,"Happy Halloween from PCB  spending our first night in Florida with a tornado warning but hey, at https://t.co/SqsnQiUvdX"
Jeffrey George,660638907231399937,2015-11-01 02:06:04,2015-11-01,02:06:04,31.3279247,-89.332077,"After 5 hours, 1 tornado delay, and 6 wins the Golden Eagles are finally Bowl Eligible! #SMTTT @ The https://t.co/RPga3wrHiu"
Houston Press,660638725567737856,2015-11-01 02:05:20,2015-11-01,02:05:20,29.75523769,-95.3618441,Homes damaged after tornado rips through Friendswood: One of the homes damaged in the tornado had its roof torn off https://t.co/LOJiN0Uwdj
 * shayne * ,660625890766798848,2015-11-01 01:14:20,2015-11-01,01:14:20,14.2821825,121.1380808,"""@CoryMonteith: oh. IT'S A SHARK TORNADO."" OMG CORY'S LAST TWEET "
NWS Tornado Warnings,660603178786811904,2015-10-31 23:44:05,2015-10-31,23:44:05,30.81330506,-88.51775479,"Tornado Warning including Movella MS, Shipman MS, Agricola MS until 7:15 PM CDT https://t.co/hqHaBZU9TO"
NWS Tornado Warnings,660599991157723137,2015-10-31 23:31:25,2015-10-31,23:31:25,30.80947003,-88.53053111,"Tornado Warning including Movella MS, Shipman MS, Agricola MS until 7:15 PM CDT https://t.co/Adwp3LJBZz"
IEMBot LIX,660599653587550208,2015-10-31 23:30:05,2015-10-31,23:30:05,30.59,-90.38,"At 3:11 PM, 8 ESE Independence [Tangipahoa Co, LA] EMERGENCY MNGR reports TORNADO #LIX https://t.co/XpHX2HaddY"
IEMBot LIX,660582474959851520,2015-10-31 22:21:49,2015-10-31,22:21:49,30.72,-89.48,"At 4:45 PM, 10 ENE Mcneil [Pearl River Co, MS] EMERGENCY MNGR reports TORNADO #LIX https://t.co/Mcc199XkLt"
NWS Tornado Warnings,660579912835686400,2015-10-31 22:11:38,2015-10-31,22:11:38,31.75637196,-88.57248012,"Tornado Warning including Waynesboro MS, Silas AL, Woodwards MS until 6:00 PM CDT https://t.co/Fl7rYF7Dyt"
IEMBot LIX,660579801695043584,2015-10-31 22:11:12,2015-10-31,22:11:12,30.67,-89.66,"At 4:23 PM, 1 W Mcneil [Pearl River Co, MS] FIRE DEPT/RESCUE reports TORNADO #LIX https://t.co/CQC76Qn1NW"
Rosa L Montgomery,660578184115580928,2015-10-31 22:04:46,2015-10-31,22:04:46,31.6859271,-89.1609636,"""@wdam: #UPDATE 
Tornado warning CANCELED for parts of Jones County"" @DelyseMoJo712"
NWS Tornado Warnings,660578162380705792,2015-10-31 22:04:41,2015-10-31,22:04:41,31.73929215,-88.60230579,"Tornado Warning including Waynesboro MS, Silas AL, Woodwards MS until 6:00 PM CDT https://t.co/LggJWcv26u"
Mike Wilhelm,660577980704555009,2015-10-31 22:03:58,2015-10-31,22:03:58,33.505773,-86.80239,"RT @NWSSPC: 5:02pm CDT #SPC_Watch WW 529 TORNADO AL FL CW 312200Z - 010300Z, https://t.co/3RNoRlFa8g https://t.co/9PwJgCdCtc"
IEMBot LIX,660577849984679936,2015-10-31 22:03:27,2015-10-31,22:03:27,30.67,-89.66,"At 12:26 PM, 1 W Mcneil [Pearl River Co, MS] FIRE DEPT/RESCUE reports TORNADO #LIX https://t.co/fGBb0Dvs9V"
Rosa L Montgomery,660576895520522240,2015-10-31 21:59:39,2015-10-31,21:59:39,31.6834913,-89.1550939,"""@USMGoldenEagles: FB:Tornado Sirens have sounded. Severe weather in the Hattiesburg area. Fans, please be careful.#SMTTT"" @FansFavoriteFan"
Design Bear,660576633351335936,2015-10-31 21:58:36,2015-10-31,21:58:36,31.2966595,-89.3348999,Happy Halloween from Tornado alley! @ Nathan A. Martin Graphic Design https://t.co/yxciS1kaSX
Memphis CP,660576010287493120,2015-10-31 21:56:08,2015-10-31,21:56:08,35.14414333,-90.04617767,"Tornado warning issued for Pearl River Co.: 45 p.m. We have no confirmation of a tornado, but radar data indicates https://t.co/xZtByo3ul1"
NWS Tornado Warnings,660573141719060480,2015-10-31 21:44:44,2015-10-31,21:44:44,30.7521874,-89.4243717,"Tornado Warning including Pearl River County, MS until 5:15 PM CDT https://t.co/dRJv5gZNWK"
NWS Tornado Warnings,660572410396041216,2015-10-31 21:41:50,2015-10-31,21:41:50,31.33614947,-89.19919323,"Tornado Warning including Forrest County, MS until 5:15 PM CDT https://t.co/xRZiBFFeDc"
NWS Tornado Warnings,660570896378126336,2015-10-31 21:35:49,2015-10-31,21:35:49,31.69505775,-89.09470271,"Tornado Warning including Laurel MS, Ellisville MS, Sandersville MS until 4:45 PM CDT https://t.co/82TaBQ6ypr"
NWS Tornado Warnings,660570130590466048,2015-10-31 21:32:46,2015-10-31,21:32:46,31.32657372,-89.25508145,"Tornado Warning including Hattiesburg MS, Petal MS until 5:15 PM CDT https://t.co/iBWXm4jUrC"
Kgomotso,660569583284301824,2015-10-31 21:30:36,2015-10-31,21:30:36,-26.2675224,27.8319471,We just experienced a tornado in Soweto few minutes ago.
Elrico Tunstall,660569582156046336,2015-10-31 21:30:35,2015-10-31,21:30:35,30.4028702,-88.8792725,In the green room with the Tornado of Worship  Dewayne Crocker Jr here in https://t.co/atlU8vc8YS
J-Woo ,660569035583655938,2015-10-31 21:28:25,2015-10-31,21:28:25,34.9716,-89.9533,"""@weatherchannel: Tornado Warning for Forrest and Lamar Counties in MS until 5:15 PM CDT https://t.co/DSiEJZN9HR"""
NWS Tornado Warnings,660568901227417600,2015-10-31 21:27:53,2015-10-31,21:27:53,30.68686944,-89.61801875,Tornado Warning including Mcneil MS until 4:45 PM CDT https://t.co/3Yz9eEfGA6
TroyLeeAdkins,660568853303402500,2015-10-31 21:27:42,2015-10-31,21:27:42,38.25475659,-82.29340166,@FOXSports there is a tornado warning in Hattiesburg
